tag_4294967297,tag_4295229441,tag_4295491585,tag_4295753729,tag_4296015873
0.0,0.0,0.0,0.0,0.0
0.6543350219726562,0.0,0.0,0.7837104797363281,0.68389892578125
0.0,0.6672019958496094,0.0,0.619110107421875,0.0
0.6372222900390625,0.0,0.0,0.0,0.6672019958496094
0.7718963623046875,1.4109363555908203,0.0,0.5999565124511719,0.0
0.634033203125,0.6466331481933594,0.0,0.8018474578857422,1.4109363555908203
0.0,0.0,0.0,0.5947933197021484,0.0
0.6149845123291016,0.6267051696777344,0.0,0.0,0.6466331481933594
0.7901802062988281,0.0,0.0,0.5734100341796875,0.0
0.6104564666748047,0.6054649353027344,0.0,0.8215503692626953,0.6267051696777344
0.0,0.0,0.0,0.5664730072021484,0.0
0.5891170501708984,0.5828475952148438,0.0,0.0,0.6054649353027344
0.0,0.8149089813232422,0.0,0.5424671173095703,0.5828475952148438
1.3930320739746094,0.5758876800537109,0.0,0.8428821563720703,0.8149089813232422
0.0,0.0,0.0,0.5332374572753906,0.5758876800537109
0.5587902069091797,0.5502452850341797,0.0,0.0,0.0
0.0,0.5229434967041016,0.0,0.506134033203125,0.5502452850341797
0.5332374572753906,0.0,0.0,0.8658237457275391,0.0
1.371957778930664,0.49393653869628906,0.0,0.49393653869628906,0.5229434967041016
0.0,0.0,0.0,0.0,0.0
0.49393653869628906,1.3533897399902344,0.0,0.4631805419921875,0.49393653869628906
0.0,0.0,0.0,0.8902091979980469,0.8731555938720703
0.4631805419921875,0.4471321105957031,0.0,0.4471321105957031,0.48023414611816406
0.8902091979980469,0.0,0.0,0.0,0.4471321105957031
0.4471321105957031,1.3276939392089844,0.0,1.3276939392089844,0.0
0.0,0.0,0.0,0.0,0.8987274169921875
1.3276939392089844,0.0,0.0,0.3910541534423828,0.4289665222167969
0.0,1.3161849975585938,0.0,0.9251308441162109,0.0
0.0,0.0,0.0,0.36707115173339844,1.3161849975585938
1.3161849975585938,0.36707115173339844,0.0,0.9352493286132812,0.0
0.0,0.9352493286132812,0.0,0.0,0.36707115173339844
0.36707115173339844,0.3395423889160156,0.0,0.3395423889160156,0.9352493286132812
0.9352493286132812,0.0,0.0,0.9459095001220703,0.3395423889160156
0.3395423889160156,0.9459095001220703,0.0,0.3077106475830078,0.0
0.0,0.3077106475830078,0.0,0.0,0.9459095001220703
0.9459095001220703,0.0,0.0,1.2276229858398438,0.3077106475830078
0.3077106475830078,1.2276229858398438,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.2276229858398438
1.2276229858398438,0.21360206604003906,0.0,1.195363998413086,0.0
0.0,0.9817619323730469,0.0,0.0,0.21360206604003906
1.195363998413086,0.16431236267089844,0.0,0.16431236267089844,0.9817619323730469
0.0,0.9906101226806641,0.0,0.9906101226806641,0.0
0.16431236267089844,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.09944915771484375,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,-20.570972442626953,0.0,20.570972442626953
0.0,0.0,0.7425308227539062,0.0,0.0
0.0,0.0,0.6689262390136719,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6519966125488281,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,-16.982324600219727,0.0,0.0
0.0,0.0,0.7746219635009766,0.0,0.0
0.0,0.0,0.6305427551269531,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.6104564666748047,0.0,0.0
0.0,0.0,0.5891170501708984,0.0,0.0
0.0,0.0,0.8101844787597656,0.0,0.0
0.0,0.0,0.5828475952148438,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5587902069091797,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.5332374572753906,0.0,0.0
0.0,0.0,0.8490142822265625,0.0,0.0
0.0,0.0,0.5229434967041016,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.49393653869628906,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.3533897399902344,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.4471321105957031,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.3276939392089844,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.3161849975585938,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,1.3023204803466797,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.3395423889160156,0.0,0.0
0.0,0.0,0.9459095001220703,0.0,0.0
0.0,0.0,0.3077106475830078,0.0,0.0
0.0,0.0,0.9569911956787109,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.2706317901611328,0.0,0.0
0.0,0.0,0.9682474136352539,0.0,0.0
0.0,0.0,0.22711658477783203,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
