variant,episode,sc2_seed,friendly_region,enemy_region,beacon_region,outcome,steps,game_loop,wall_seconds,sc2_reward,bridge_reached,route_complete,route_waypoint_index,current_waypoint,bridge_step,enemy_contact_step,first_attack_step,first_damage_step,initial_friends,surviving_friends,friendly_losses,initial_enemies,surviving_enemies,enemy_kills,initial_friend_health,final_friend_health,initial_enemy_health,final_enemy_health,final_friend_centroid,final_enemy_centroid,move_actions,attack_actions,noop_actions
V2_Combat,31,400030,R6,R4,R3,combat_win,98,784,0.48690250000800006,0.0,True,True,4,,18,67,67,68,5,2,3,5,0,5,225.0,42.0,225.0,0,"[45.0, 58.0]",,73,25,0
V2_Combat,32,400031,R4,R5,R2,combat_loss,115,920,0.4186145999992732,0.0,True,True,4,,45,66,67,68,5,0,5,5,1,4,225.0,0,225.0,27.0,,"[52.0, 36.0]",96,19,0
V2_Navigate,1,500000,R6,R3,R5,combat_loss,81,648,0.3851481000019703,0.0,True,True,4,,20,60,61,62,5,0,5,5,5,0,225.0,0,225.0,147.0,,"[6.4, 6.4]",70,11,0
V2_Navigate,2,500001,R5,R3,R4,combat_win,68,544,0.36676380000426434,0.0,True,True,4,,21,44,45,46,5,4,1,5,0,5,225.0,96.0,225.0,0,"[12.75, 8.75]",,53,15,0
V2_Navigate,3,500002,R6,R3,R4,combat_loss,91,728,0.4420770999859087,0.0,True,True,4,,18,67,68,69,5,0,5,5,4,1,225.0,0,225.0,96.0,,"[12.25, 8.5]",81,10,0
V2_Navigate,4,500003,R6,R1,R5,combat_loss,99,792,0.4677220000012312,0.0,True,True,4,,17,76,77,78,5,0,5,5,4,1,225.0,0,225.0,108.0,,"[9.0, 56.0]",90,9,0
V2_Navigate,5,500004,R6,R2,R4,combat_win,90,720,0.44712180001079105,0.0,True,True,4,,20,50,51,52,5,2,3,5,0,5,225.0,48.0,225.0,0,"[7.5, 32.0]",,67,23,0
V2_Navigate,6,500005,R4,R2,R6,combat_loss,138,1104,0.579256400000304,0.0,True,True,4,,44,104,108,109,5,0,5,5,3,2,225.0,0,225.0,69.0,,"[6.0, 35.0]",127,11,0
V2_Navigate,7,500006,R6,R1,R4,combat_loss,104,832,0.4621354000119027,0.0,True,True,4,,19,72,73,74,5,0,5,5,3,2,225.0,0,225.0,69.0,,"[9.666666666666666, 55.666666666666664]",89,15,0
V2_Navigate,8,500007,R4,R3,R6,combat_loss,107,856,0.4818327999964822,0.0,True,True,4,,43,82,83,84,5,0,5,5,3,2,225.0,0,225.0,105.0,,"[10.333333333333334, 7.666666666666667]",97,10,0
V2_Navigate,9,500008,R6,R3,R4,combat_win,77,616,0.38454729999648407,0.0,True,True,4,,18,51,51,52,5,2,3,5,0,5,225.0,24.0,225.0,0,"[13.0, 8.5]",,57,20,0
V2_Navigate,10,500009,R4,R3,R5,combat_loss,110,880,0.48330649998388253,0.0,True,True,4,,43,85,86,87,5,0,5,5,4,1,225.0,0,225.0,138.0,,"[10.0, 5.25]",101,9,0
V2_Navigate,11,500010,R5,R2,R4,combat_win,99,792,0.48145730001851916,0.0,True,True,4,,23,64,66,67,5,2,3,5,0,5,225.0,36.0,225.0,0,"[8.0, 35.0]",,79,20,0
V2_Navigate,12,500011,R5,R2,R4,combat_loss,104,832,0.48189550000824966,0.0,True,True,4,,22,79,79,80,5,0,5,5,2,3,225.0,0,225.0,66.0,,"[9.0, 35.0]",89,15,0
V2_Navigate,13,500012,R5,R3,R4,combat_loss,67,536,0.3159404000034556,0.0,True,True,4,,21,49,50,51,5,0,5,5,4,1,225.0,0,225.0,102.0,,"[7.5, 6.5]",54,13,0
V2_Navigate,14,500013,R5,R1,R4,combat_loss,103,824,0.4760884999996051,0.0,True,True,4,,23,82,82,83,5,0,5,5,2,3,225.0,0,225.0,48.0,,"[6.0, 58.5]",88,15,0
V2_Navigate,15,500014,R5,R3,R4,combat_loss,92,736,0.453944999986561,0.0,True,True,4,,22,68,69,70,5,0,5,5,3,2,225.0,0,225.0,87.0,,"[10.333333333333334, 6.0]",77,15,0
V2_Navigate,16,500015,R4,R3,R5,combat_loss,91,728,0.4179459000006318,0.0,True,True,4,,44,70,71,72,5,0,5,5,4,1,225.0,0,225.0,102.0,,"[7.25, 4.75]",80,11,0
V2_Navigate,17,500016,R4,R3,R6,combat_loss,116,928,0.5091404999839142,0.0,True,True,4,,43,87,88,89,5,0,5,5,1,4,225.0,0,225.0,27.0,,"[9.0, 8.0]",98,18,0
V2_Navigate,18,500017,R4,R2,R5,combat_win,120,960,0.5489911000186112,0.0,True,True,4,,42,95,95,96,5,2,3,5,0,5,225.0,36.0,225.0,0,"[12.5, 37.0]",,99,21,0
V2_Navigate,19,500018,R4,R2,R6,combat_loss,102,816,0.4607543000020087,0.0,True,True,4,,44,74,76,77,5,0,5,5,3,2,225.0,0,225.0,93.0,,"[10.666666666666666, 35.0]",93,9,0
V2_Navigate,20,500019,R5,R3,R4,combat_loss,63,504,0.35133479998330586,0.0,True,True,4,,22,42,45,46,5,0,5,5,4,1,225.0,0,225.0,102.0,,"[9.75, 6.5]",51,12,0
V2_Navigate,21,500020,R5,R2,R4,combat_loss,149,1192,0.63635020001675,0.0,True,True,4,,21,129,130,131,5,0,5,5,4,1,225.0,0,225.0,144.0,,"[10.75, 33.25]",142,7,0
V2_Navigate,22,500021,R6,R2,R4,combat_win,83,664,0.4022843999846373,0.0,True,True,4,,19,53,53,54,5,4,1,5,0,5,225.0,78.0,225.0,0,"[9.0, 32.25]",,64,19,0
V2_Navigate,23,500022,R5,R3,R4,combat_win,86,688,0.4178673999849707,0.0,True,True,4,,21,65,65,66,5,3,2,5,0,5,225.0,75.0,225.0,0,"[12.0, 7.333333333333333]",,68,18,0
V2_Navigate,24,500023,R4,R2,R5,combat_loss,136,1088,0.48711119999643415,0.0,True,True,4,,42,87,88,89,5,0,5,5,1,4,225.0,0,225.0,27.0,,"[6.0, 37.0]",117,19,0
V2_Navigate,25,500024,R4,R1,R6,combat_win,130,1040,0.5470657999976538,0.0,True,True,4,,42,105,106,107,5,3,2,5,0,5,225.0,87.0,225.0,0,"[8.333333333333334, 57.666666666666664]",,114,16,0
V2_Navigate,26,500025,R4,R3,R5,combat_loss,135,1080,0.5589588999864645,0.0,True,True,4,,45,88,88,89,5,0,5,5,1,4,225.0,0,225.0,27.0,,"[4.0, 4.0]",117,18,0
V2_Navigate,27,500026,R5,R1,R4,combat_loss,125,1000,0.5368499000032898,0.0,True,True,4,,23,102,104,105,5,0,5,5,4,1,225.0,0,225.0,108.0,,"[9.25, 57.25]",116,9,0
V2_Navigate,28,500027,R5,R1,R4,combat_loss,137,1096,0.595547600009013,0.0,True,True,4,,22,96,98,99,5,0,5,5,1,4,225.0,0,225.0,27.0,,"[4.0, 61.0]",113,24,0
V2_Navigate,29,500028,R6,R3,R5,combat_loss,76,608,0.3962576999911107,0.0,True,True,4,,18,44,45,46,5,0,5,5,2,3,225.0,0,225.0,36.0,,"[8.5, 7.5]",64,12,0
V2_Navigate,30,500029,R5,R2,R4,combat_loss,87,696,0.4193914999777917,0.0,True,True,4,,19,56,57,58,5,0,5,5,3,2,225.0,0,225.0,75.0,,"[6.333333333333333, 34.333333333333336]",67,20,0
V2_Navigate,31,500030,R5,R2,R4,combat_win,101,808,0.46889269998064265,0.0,True,True,4,,22,59,59,60,5,1,4,5,0,5,225.0,15.0,225.0,0,"[8.0, 36.0]",,76,25,0
V2_Navigate,32,500031,R4,R3,R5,combat_loss,95,760,0.44660100000328384,0.0,True,True,4,,43,71,71,72,5,0,5,5,4,1,225.0,0,225.0,114.0,,"[8.5, 9.25]",81,14,0
V3_Base,1,600000,R1,R4,R5,combat_loss,190,1520,0.8635878999775741,0.0,True,True,4,,124,174,175,176,5,0,5,8,7,1,225.0,0,360.0,273.0,,"[46.857142857142854, 57.857142857142854]",183,7,0
V3_Base,2,600001,R3,R4,R5,combat_loss,98,784,0.45456640000338666,0.0,True,True,4,,26,79,80,81,5,0,5,8,7,1,225.0,0,360.0,243.0,,"[45.857142857142854, 57.57142857142857]",88,10,0
V3_Base,3,600002,R2,R4,R5,combat_loss,114,912,0.5362075000011828,0.0,True,True,4,,44,98,99,100,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[47.285714285714285, 58.142857142857146]",105,9,0
V3_Base,4,600003,R1,R6,R4,combat_loss,131,1048,0.5757412000093609,0.0,True,True,4,,91,113,114,115,5,0,5,8,7,1,225.0,0,360.0,273.0,,"[45.142857142857146, 4.285714285714286]",122,9,0
V3_Base,5,600004,R3,R4,R5,combat_loss,103,824,0.49079059998621233,0.0,True,True,4,,30,78,79,80,5,0,5,8,6,2,225.0,0,360.0,192.0,,"[49.0, 58.0]",86,17,0
V3_Base,6,600005,R2,R5,R4,combat_loss,78,624,0.39988460001768544,0.0,True,True,4,,34,61,62,63,5,0,5,8,8,0,225.0,0,360.0,276.0,,"[46.625, 32.75]",70,8,0
V3_Base,7,600006,R2,R6,R4,combat_loss,67,536,0.36177459999453276,0.0,True,True,4,,31,53,54,55,5,0,5,8,7,1,225.0,0,360.0,255.0,,"[47.0, 7.0]",56,11,0
V3_Base,8,600007,R3,R4,R5,combat_loss,100,800,0.45856309999362566,0.0,True,True,4,,28,78,79,80,5,0,5,8,6,2,225.0,0,360.0,252.0,,"[50.5, 58.166666666666664]",86,14,0
V3_Base,9,600008,R2,R4,R6,combat_loss,132,1056,0.582351099990774,0.0,True,True,4,,60,113,114,115,5,0,5,8,8,0,225.0,0,360.0,282.0,,"[45.75, 57.25]",126,6,0
V3_Base,10,600009,R1,R5,R6,combat_loss,94,752,0.44470339998952113,0.0,True,True,4,,49,77,78,79,5,0,5,8,6,2,225.0,0,360.0,222.0,,"[48.166666666666664, 32.833333333333336]",81,13,0
V3_Base,11,600010,R2,R4,R6,combat_loss,248,1984,0.9568915000127163,0.0,True,True,4,,175,230,231,232,5,0,5,8,7,1,225.0,0,360.0,249.0,,"[45.42857142857143, 60.42857142857143]",237,11,0
V3_Base,12,600011,R1,R5,R4,combat_loss,96,768,0.4705832999898121,0.0,True,True,4,,51,81,82,83,5,0,5,8,7,1,225.0,0,360.0,243.0,,"[46.0, 33.57142857142857]",85,11,0
V3_Base,13,600012,R1,R4,R5,combat_loss,144,1152,0.6256607999966945,0.0,True,True,4,,74,125,126,127,5,0,5,8,7,1,225.0,0,360.0,285.0,,"[45.857142857142854, 56.57142857142857]",136,8,0
V3_Base,14,600013,R3,R4,R6,combat_loss,100,800,0.48903890000656247,0.0,True,True,4,,30,82,84,85,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[45.0, 58.285714285714285]",92,8,0
V3_Base,15,600014,R1,R4,R5,combat_loss,151,1208,0.6162654000218026,0.0,True,True,4,,69,118,119,120,5,0,5,8,3,5,225.0,0,360.0,111.0,,"[51.333333333333336, 60.0]",131,20,0
V3_Base,16,600015,R2,R4,R5,combat_loss,128,1024,0.5462835999787785,0.0,True,True,4,,62,110,111,112,5,0,5,8,6,2,225.0,0,360.0,258.0,,"[49.5, 58.833333333333336]",118,10,0
V3_Base,17,600016,R1,R6,R4,combat_loss,101,808,0.46554889998515137,0.0,True,True,4,,59,82,83,84,5,0,5,8,8,0,225.0,0,360.0,282.0,,"[45.125, 8.5]",90,11,0
V3_Base,18,600017,R1,R5,R4,combat_loss,98,784,0.4733377000084147,0.0,True,True,4,,48,78,78,79,5,0,5,8,8,0,225.0,0,360.0,264.0,,"[45.125, 34.375]",87,11,0
V3_Base,19,600018,R1,R4,R6,combat_loss,143,1144,0.5977303000108805,0.0,True,True,4,,75,131,132,133,5,0,5,8,7,1,225.0,0,360.0,231.0,,"[48.0, 57.142857142857146]",132,11,0
V3_Base,20,600019,R3,R4,R6,combat_loss,93,744,0.4517809999815654,0.0,True,True,4,,27,75,76,77,5,0,5,8,6,2,225.0,0,360.0,210.0,,"[46.666666666666664, 58.333333333333336]",79,14,0
V3_Base,21,600020,R3,R5,R6,combat_loss,83,664,0.43305409999447875,0.0,True,True,4,,32,61,62,63,5,0,5,8,7,1,225.0,0,360.0,237.0,,"[47.142857142857146, 32.0]",71,12,0
V3_Base,22,600021,R3,R4,R5,combat_loss,101,808,0.5509863999905065,0.0,True,True,4,,37,86,87,88,5,0,5,8,8,0,225.0,0,360.0,294.0,,"[45.75, 57.375]",95,6,0
V3_Base,23,600022,R3,R5,R4,combat_loss,92,736,0.43129820001195185,0.0,True,True,4,,47,77,79,80,5,0,5,8,6,2,225.0,0,360.0,240.0,,"[48.0, 35.5]",80,12,0
V3_Base,24,600023,R1,R5,R4,combat_loss,97,776,0.4493720000027679,0.0,True,True,4,,55,82,83,84,5,0,5,8,8,0,225.0,0,360.0,252.0,,"[46.875, 33.75]",87,10,0
V3_Base,25,600024,R3,R4,R5,combat_loss,109,872,0.48523540000314824,0.0,True,True,4,,39,90,91,92,5,0,5,8,6,2,225.0,0,360.0,168.0,,"[48.0, 58.5]",92,17,0
V3_Base,26,600025,R2,R4,R5,combat_loss,100,800,0.48372570000356063,0.0,True,True,4,,34,86,87,88,5,0,5,8,7,1,225.0,0,360.0,225.0,,"[47.57142857142857, 59.285714285714285]",89,11,0
V3_Base,27,600026,R2,R5,R4,combat_loss,119,952,0.5305884999979753,0.0,True,True,4,,71,99,100,101,5,0,5,8,7,1,225.0,0,360.0,267.0,,"[44.142857142857146, 31.857142857142858]",108,11,0
V3_Base,28,600027,R2,R6,R4,combat_loss,127,1016,0.5728469000023324,0.0,True,True,4,,91,111,112,113,5,0,5,8,7,1,225.0,0,360.0,225.0,,"[48.285714285714285, 5.857142857142857]",115,12,0
V3_Base,29,600028,R2,R4,R6,combat_loss,113,904,0.5162433999939822,0.0,True,True,4,,38,89,90,91,5,0,5,8,7,1,225.0,0,360.0,261.0,,"[48.42857142857143, 57.42857142857143]",101,12,0
V3_Base,30,600029,R2,R5,R4,combat_loss,127,1016,0.568675099988468,0.0,True,True,4,,75,105,106,107,5,0,5,8,5,3,225.0,0,360.0,201.0,,"[49.4, 33.6]",111,16,0
V3_Base,31,600030,R3,R5,R6,combat_loss,96,768,0.4493605000025127,0.0,True,True,4,,50,79,79,80,5,0,5,8,7,1,225.0,0,360.0,267.0,,"[45.142857142857146, 34.57142857142857]",87,9,0
V3_Base,32,600031,R1,R4,R5,combat_loss,130,1040,0.548779700009618,0.0,True,True,4,,61,114,115,116,5,0,5,8,6,2,225.0,0,360.0,222.0,,"[47.5, 57.666666666666664]",117,13,0
V3_Combat,1,700000,R4,R6,R2,combat_loss,95,760,0.48606399999698624,0.0,True,True,4,,43,58,59,60,5,0,5,8,3,5,225.0,0,360.0,105.0,,"[50.333333333333336, 4.0]",72,23,0
V3_Combat,2,700001,R5,R4,R1,combat_loss,88,704,0.44890980000491254,0.0,True,True,4,,22,71,72,73,5,0,5,8,7,1,225.0,0,360.0,285.0,,"[45.285714285714285, 57.857142857142854]",80,8,0
V3_Combat,3,700002,R6,R5,R3,combat_loss,54,432,0.3342679999768734,0.0,True,True,4,,20,41,42,43,5,0,5,8,8,0,225.0,0,360.0,282.0,,"[46.5, 33.0]",47,7,0
V3_Combat,4,700003,R4,R6,R3,combat_loss,76,608,0.4191399999835994,0.0,True,True,4,,43,60,61,62,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[44.285714285714285, 9.428571428571429]",67,9,0
V3_Combat,5,700004,R6,R5,R3,combat_loss,60,480,0.343542399990838,0.0,True,True,4,,19,41,42,43,5,0,5,8,7,1,225.0,0,360.0,255.0,,"[46.857142857142854, 34.0]",52,8,0
V3_Combat,6,700005,R5,R4,R2,combat_loss,85,680,0.41851390001829714,0.0,True,True,4,,20,65,66,67,5,0,5,8,7,1,225.0,0,360.0,255.0,,"[47.57142857142857, 59.0]",75,10,0
V3_Combat,7,700006,R4,R5,R3,combat_loss,82,656,0.43676879999111407,0.0,True,True,4,,43,63,64,65,5,0,5,8,8,0,225.0,0,360.0,282.0,,"[45.875, 33.875]",72,10,0
V3_Combat,8,700007,R6,R4,R3,combat_loss,78,624,0.40042130000074394,0.0,True,True,4,,19,60,61,62,5,0,5,8,8,0,225.0,0,360.0,276.0,,"[44.5, 56.625]",67,11,0
V3_Combat,9,700008,R5,R4,R2,combat_loss,87,696,0.43414169998141006,0.0,True,True,4,,23,69,69,71,5,0,5,8,7,1,225.0,0,360.0,255.0,,"[46.0, 58.42857142857143]",77,10,0
V3_Combat,10,700009,R6,R5,R3,combat_loss,56,448,0.3463601999974344,0.0,True,True,4,,17,41,42,43,5,0,5,8,7,1,225.0,0,360.0,273.0,,"[45.42857142857143, 32.857142857142854]",49,7,0
V3_Combat,11,700010,R4,R5,R1,combat_loss,87,696,0.44604640000034124,0.0,True,True,4,,45,68,69,70,5,0,5,8,8,0,225.0,0,360.0,264.0,,"[42.375, 33.25]",77,10,0
V3_Combat,12,700011,R4,R6,R3,combat_loss,76,608,0.39840259999618866,0.0,True,True,4,,45,60,61,62,5,0,5,8,8,0,225.0,0,360.0,282.0,,"[45.75, 5.25]",68,8,0
V3_Combat,13,700012,R5,R4,R2,combat_loss,86,688,0.41760210000211373,0.0,True,True,4,,19,67,67,68,5,0,5,8,7,1,225.0,0,360.0,237.0,,"[46.857142857142854, 59.57142857142857]",73,13,0
V3_Combat,14,700013,R4,R5,R1,combat_loss,92,736,0.4460036999953445,0.0,True,True,4,,46,69,70,71,5,0,5,8,6,2,225.0,0,360.0,252.0,,"[47.5, 32.833333333333336]",83,9,0
V3_Combat,15,700014,R5,R4,R2,combat_loss,87,696,0.46457480001845397,0.0,True,True,4,,23,66,67,68,5,0,5,8,7,1,225.0,0,360.0,261.0,,"[46.0, 57.0]",74,13,0
V3_Combat,16,700015,R5,R4,R1,combat_loss,76,608,0.4021142999990843,0.0,True,True,4,,21,63,64,65,5,0,5,8,7,1,225.0,0,360.0,249.0,,"[47.714285714285715, 57.857142857142854]",66,10,0
V3_Combat,17,700016,R4,R5,R1,combat_loss,84,672,0.41490579998935573,0.0,True,True,4,,44,68,69,70,5,0,5,8,8,0,225.0,0,360.0,276.0,,"[45.25, 33.25]",76,8,0
V3_Combat,18,700017,R4,R6,R2,combat_loss,84,672,0.4381874999962747,0.0,True,True,4,,43,58,59,60,5,0,5,8,7,1,225.0,0,360.0,225.0,,"[48.0, 8.142857142857142]",73,11,0
V3_Combat,19,700018,R5,R4,R3,combat_loss,87,696,0.44355490000452846,0.0,True,True,4,,22,66,68,69,5,0,5,8,8,0,225.0,0,360.0,258.0,,"[45.875, 57.125]",78,9,0
V3_Combat,20,700019,R6,R5,R3,combat_loss,55,440,0.3263784000009764,0.0,True,True,4,,17,39,40,41,5,0,5,8,7,1,225.0,0,360.0,285.0,,"[46.142857142857146, 32.142857142857146]",48,7,0
V3_Combat,21,700020,R6,R5,R1,combat_loss,54,432,0.3190089999989141,0.0,True,True,4,,18,38,40,41,5,0,5,8,8,0,225.0,0,360.0,270.0,,"[47.0, 34.75]",43,11,0
V3_Combat,22,700021,R4,R5,R2,combat_loss,81,648,0.4008064999943599,0.0,True,True,4,,44,66,66,67,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[45.57142857142857, 33.857142857142854]",75,6,0
V3_Combat,23,700022,R6,R4,R3,combat_loss,76,608,0.382584200007841,0.0,True,True,4,,19,62,62,63,5,0,5,8,8,0,225.0,0,360.0,288.0,,"[45.5, 55.875]",71,5,0
V3_Combat,24,700023,R4,R5,R3,combat_loss,87,696,0.43876649998128414,0.0,True,True,4,,43,66,67,68,5,0,5,8,7,1,225.0,0,360.0,237.0,,"[48.857142857142854, 34.0]",77,10,0
V3_Combat,25,700024,R6,R4,R3,combat_loss,111,888,0.5181179999781307,0.0,True,True,4,,18,68,69,70,5,0,5,8,4,4,225.0,0,360.0,174.0,,"[51.0, 58.25]",88,23,0
V3_Combat,26,700025,R6,R4,R3,combat_loss,82,656,0.39753630000632256,0.0,True,True,4,,17,68,69,70,5,0,5,8,6,2,225.0,0,360.0,210.0,,"[48.5, 58.333333333333336]",69,13,0
V3_Combat,27,700026,R5,R4,R1,combat_loss,85,680,0.4158694999932777,0.0,True,True,4,,23,70,71,72,5,0,5,8,7,1,225.0,0,360.0,285.0,,"[44.42857142857143, 59.142857142857146]",78,7,0
V3_Combat,28,700027,R6,R5,R2,combat_loss,60,480,0.3378330999985337,0.0,True,True,4,,20,42,44,45,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[47.142857142857146, 33.0]",53,7,0
V3_Combat,29,700028,R4,R5,R1,combat_loss,82,656,0.4065923999878578,0.0,True,True,4,,43,62,63,64,5,0,5,8,7,1,225.0,0,360.0,255.0,,"[48.142857142857146, 33.0]",72,10,0
V3_Combat,30,700029,R4,R5,R3,combat_loss,101,808,0.477927500003716,0.0,True,True,4,,43,61,62,63,5,0,5,8,4,4,225.0,0,360.0,162.0,,"[51.0, 35.5]",83,18,0
V3_Combat,31,700030,R5,R4,R2,combat_loss,82,656,0.4121731999912299,0.0,True,True,4,,21,65,66,67,5,0,5,8,8,0,225.0,0,360.0,300.0,,"[47.5, 57.875]",76,6,0
V3_Combat,32,700031,R5,R4,R3,combat_loss,87,696,0.42089730000589043,0.0,True,True,4,,22,70,71,72,5,0,5,8,7,1,225.0,0,360.0,249.0,,"[45.0, 59.714285714285715]",74,13,0
V3_Navigate,1,800000,R5,R2,R4,combat_loss,87,696,0.429966499999864,0.0,True,True,4,,22,74,75,76,5,0,5,8,8,0,225.0,0,360.0,288.0,,"[8.125, 34.75]",80,7,0
V3_Navigate,2,800001,R6,R2,R4,combat_loss,71,568,0.40345509999315254,0.0,True,True,4,,17,51,52,53,5,0,5,8,7,1,225.0,0,360.0,255.0,,"[8.428571428571429, 33.42857142857143]",64,7,0
V3_Navigate,3,800002,R6,R2,R4,combat_loss,95,760,0.47494370001368225,0.0,True,True,4,,18,62,64,65,5,0,5,8,5,3,225.0,0,360.0,195.0,,"[5.8, 34.4]",77,18,0
V3_Navigate,4,800003,R6,R1,R4,combat_loss,100,800,0.4977727000077721,0.0,True,True,4,,18,70,73,74,5,0,5,8,4,4,225.0,0,360.0,174.0,,"[9.25, 57.0]",83,17,0
V3_Navigate,5,800004,R6,R1,R4,combat_loss,96,768,0.44638179999310523,0.0,True,True,4,,19,75,78,79,5,0,5,8,7,1,225.0,0,360.0,273.0,,"[6.428571428571429, 58.42857142857143]",87,9,0
V3_Navigate,6,800005,R6,R2,R5,combat_loss,68,544,0.36169359998893924,0.0,True,True,4,,17,54,54,55,5,0,5,8,8,0,225.0,0,360.0,264.0,,"[7.75, 34.375]",58,10,0
V3_Navigate,7,800006,R5,R1,R4,combat_loss,131,1048,0.5619951999979094,0.0,True,True,4,,22,108,111,112,5,0,5,8,5,3,225.0,0,360.0,177.0,,"[6.2, 58.2]",112,19,0
V3_Navigate,8,800007,R6,R3,R5,combat_loss,66,528,0.37536539998836815,0.0,True,True,4,,19,45,46,47,5,0,5,8,7,1,225.0,0,360.0,243.0,,"[7.285714285714286, 8.714285714285714]",57,9,0
V3_Navigate,9,800008,R4,R3,R5,combat_loss,90,720,0.36913569999160245,0.0,True,True,4,,42,69,70,71,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[10.571428571428571, 6.571428571428571]",80,10,0
V3_Navigate,10,800009,R6,R2,R5,combat_loss,71,568,0.38029819997609593,0.0,True,True,4,,19,51,52,53,5,0,5,8,8,0,225.0,0,360.0,264.0,,"[12.5, 30.625]",64,7,0
V3_Navigate,11,800010,R5,R3,R4,combat_loss,64,512,0.36108620002050884,0.0,True,True,4,,23,46,47,48,5,0,5,8,8,0,225.0,0,360.0,282.0,,"[8.75, 6.5]",55,9,0
V3_Navigate,12,800011,R5,R2,R4,combat_loss,87,696,0.4329296000069007,0.0,True,True,4,,23,63,64,65,5,0,5,8,6,2,225.0,0,360.0,246.0,,"[7.333333333333333, 36.0]",79,8,0
V3_Navigate,13,800012,R6,R2,R4,combat_loss,64,512,0.3576368999783881,0.0,True,True,4,,15,50,51,52,5,0,5,8,8,0,225.0,0,360.0,276.0,,"[9.875, 36.375]",58,6,0
V3_Navigate,14,800013,R6,R1,R4,combat_loss,92,736,0.45077120000496507,0.0,True,True,4,,20,70,71,72,5,0,5,8,7,1,225.0,0,360.0,249.0,,"[8.285714285714286, 56.0]",81,11,0
V3_Navigate,15,800014,R5,R1,R4,combat_loss,100,800,0.40447940002195537,0.0,True,True,4,,22,83,85,86,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[8.0, 58.285714285714285]",93,7,0
V3_Navigate,16,800015,R5,R1,R4,combat_loss,96,768,0.45871330000227317,0.0,True,True,4,,21,80,81,82,5,0,5,8,7,1,225.0,0,360.0,267.0,,"[9.142857142857142, 58.142857142857146]",85,11,0
V3_Navigate,17,800016,R6,R2,R4,combat_loss,69,552,0.371452399995178,0.0,True,True,4,,17,53,55,56,5,0,5,8,7,1,225.0,0,360.0,249.0,,"[8.285714285714286, 35.142857142857146]",59,10,0
V3_Navigate,18,800017,R6,R2,R5,combat_loss,70,560,0.37782999998307787,0.0,True,True,4,,18,55,56,57,5,0,5,8,7,1,225.0,0,360.0,273.0,,"[8.428571428571429, 36.42857142857143]",62,8,0
V3_Navigate,19,800018,R6,R3,R4,combat_loss,61,488,0.3687324000056833,0.0,True,True,4,,19,44,45,46,5,0,5,8,7,1,225.0,0,360.0,279.0,,"[7.857142857142857, 9.285714285714286]",53,8,0
V3_Navigate,20,800019,R4,R3,R5,combat_loss,93,744,0.4304777999932412,0.0,True,True,4,,44,77,78,79,5,0,5,8,8,0,225.0,0,360.0,264.0,,"[9.0, 8.625]",86,7,0
V3_Navigate,21,800020,R4,R2,R6,combat_loss,105,840,0.48761819998617284,0.0,True,True,4,,43,89,89,90,5,0,5,8,7,1,225.0,0,360.0,273.0,,"[10.0, 33.714285714285715]",98,7,0
V3_Navigate,22,800021,R6,R2,R4,combat_loss,65,520,0.3611444999987725,0.0,True,True,4,,17,49,52,53,5,0,5,8,7,1,225.0,0,360.0,255.0,,"[8.0, 35.0]",55,10,0
V3_Navigate,23,800022,R4,R1,R6,combat_loss,116,928,0.5411559000203852,0.0,True,True,4,,45,94,95,96,5,0,5,8,6,2,225.0,0,360.0,258.0,,"[8.833333333333334, 56.833333333333336]",104,12,0
V3_Navigate,24,800023,R6,R1,R4,combat_loss,90,720,0.4420269000111148,0.0,True,True,4,,17,71,72,73,5,0,5,8,6,2,225.0,0,360.0,240.0,,"[7.333333333333333, 59.333333333333336]",81,9,0
V3_Navigate,25,800024,R5,R3,R4,combat_loss,69,552,0.4001353000057861,0.0,True,True,4,,21,45,47,48,5,0,5,8,6,2,225.0,0,360.0,228.0,,"[6.666666666666667, 8.166666666666666]",58,11,0
V3_Navigate,26,800025,R5,R1,R4,combat_loss,120,960,0.5427048999990802,0.0,True,True,4,,22,86,91,92,5,0,5,8,6,2,225.0,0,360.0,228.0,,"[5.5, 57.833333333333336]",109,11,0
V3_Navigate,27,800026,R4,R1,R5,combat_loss,117,936,0.5564668000151869,0.0,True,True,4,,41,99,100,101,5,0,5,8,7,1,225.0,0,360.0,273.0,,"[8.714285714285714, 56.142857142857146]",110,7,0
V3_Navigate,28,800027,R5,R3,R4,combat_loss,62,496,0.3568162999872584,0.0,True,True,4,,22,45,46,47,5,0,5,8,8,0,225.0,0,360.0,264.0,,"[9.875, 10.25]",54,8,0
V3_Navigate,29,800028,R4,R1,R5,combat_loss,118,944,0.5231623999716248,0.0,True,True,4,,44,99,102,103,5,0,5,8,8,0,225.0,0,360.0,282.0,,"[10.125, 56.375]",111,7,0
V3_Navigate,30,800029,R6,R3,R4,combat_loss,59,472,0.3368428999965545,0.0,True,True,4,,18,41,42,43,5,0,5,8,7,1,225.0,0,360.0,231.0,,"[8.428571428571429, 7.0]",50,9,0
