experiment,experiment_label,map_name,agent,csv_path,eval_envs,source_max_checkpoint_steps,checkpoint_steps,mean_win_rate_percent,ci95_low_percent,ci95_high_percent,seed_count,seeds,ci_method
reward_swap,Terminal rewards swapped,V2_Navigate,MAPPO,MAPPO_reduced\V2_Navigate\MAPPO_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2001408,1800192,82.8125,71.875,93.75,2,631185455;969072527,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MAPPO,MAPPO_reduced\V2_Navigate\MAPPO_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2001408,1850880,81.25,75.0,87.5,2,631185455;969072527,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MAPPO,MAPPO_reduced\V2_Navigate\MAPPO_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2001408,1900032,89.0625,87.5,90.625,2,631185455;969072527,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MAPPO,MAPPO_reduced\V2_Navigate\MAPPO_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2001408,1950720,78.125,78.125,78.125,2,631185455;969072527,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MAPPO,MAPPO_reduced\V2_Navigate\MAPPO_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2001408,2001408,81.25,78.125,84.375,2,631185455;969072527,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,50688,29.6875,0.0,59.375,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,101376,37.5,0.0,75.0,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,150528,35.9375,0.0,71.875,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,201216,67.1875,62.5,71.875,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,250368,32.8125,0.0,65.625,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,301056,28.125,12.5,43.75,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,350208,37.5,15.625,59.375,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,400896,14.0625,0.0,28.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,450048,7.8125,0.0,15.625,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,500736,20.3125,0.0,40.625,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,551424,0.0,0.0,0.0,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,600576,1.5625,0.0,3.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,651264,23.4375,21.875,25.0,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,700416,4.6875,0.0,9.375,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,751104,7.8125,0.0,15.625,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,800256,17.1875,0.0,34.375,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,850944,50.0,25.0,75.0,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,900096,39.0625,25.0,53.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,950784,29.6875,28.125,31.25,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1001472,39.0625,25.0,53.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1050624,21.875,21.875,21.875,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1101312,1.5625,0.0,3.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1150464,15.625,0.0,31.25,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1201152,15.625,0.0,31.25,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1250304,0.0,0.0,0.0,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1300992,9.375,0.0,18.75,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1350144,26.5625,0.0,53.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1400832,9.375,0.0,18.75,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1451520,3.125,0.0,6.25,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1500672,37.5,0.0,75.0,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1551360,34.375,0.0,68.75,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1600512,26.5625,25.0,28.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1651200,37.5,28.125,46.875,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1700352,17.1875,6.25,28.125,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1751040,12.5,6.25,18.75,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1800192,29.6875,0.0,59.375,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1850880,21.875,0.0,43.75,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1900032,15.625,0.0,31.25,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,1950720,12.5,0.0,25.0,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,MaskPPO,MaskPPO\V2_Navigate\MaskPPO_NS_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,2001408,2001408,31.25,0.0,62.5,2,788967690;823800835,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,50000,20.3125,18.75,21.875,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,100000,17.1875,0.0,34.375,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,150000,26.5625,15.625,37.5,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,200000,1.5625,0.0,3.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,250000,3.125,0.0,6.25,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,300000,1.5625,0.0,3.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,350000,35.9375,18.75,53.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,400000,25.0,0.0,50.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,450000,15.625,15.625,15.625,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,500000,9.375,0.0,18.75,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,550000,12.5,0.0,25.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,600000,18.75,0.0,37.5,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,650000,29.6875,6.25,53.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,700000,3.125,0.0,6.25,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,750000,28.125,28.125,28.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,800000,23.4375,3.125,43.75,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,850000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,900000,35.9375,0.0,71.875,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,950000,1.5625,0.0,3.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1000000,15.625,9.375,21.875,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1050000,32.8125,3.125,62.5,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1100000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1150000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1200000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1250000,10.9375,3.125,18.75,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1300000,6.25,3.125,9.375,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1350000,70.3125,65.625,75.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1400000,9.375,6.25,12.5,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1450000,9.375,0.0,18.75,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1500000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1550000,26.5625,0.0,53.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1600000,14.0625,0.0,28.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1650000,25.0,0.0,50.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1700000,37.5,15.625,59.375,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1750000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1800000,37.5,21.875,53.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1850000,6.25,0.0,12.5,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1900000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,1950000,0.0,0.0,0.0,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
reward_swap,Terminal rewards swapped,V2_Navigate,QMIX,Qmix_reduced\V2_Navigate\QMIX_reduced_terminal_reward_swap\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,8,2000000,2000000,1.5625,0.0,3.125,2,761503082;1905409104,percentile bootstrap across seeds (10000 resamples)
