nav_r,combat_r,term_r,friend_hp,enemy_hp,nav_dist,combat_dist,reward,value_estimate,a_move,a_attack,a_noop,a_alive,u0,u1,u2,u3,u4,A_verb,A_direction,A_enemy_idx,A_selected
-1.0,0.6894187927246094,-15.0,45.0,153.0,26.720508575439453,46.11606979370117,0.0,4.187462329864502,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.1977699249982834,0.3979673385620117,0.0,225.0,225.0,25.44388771057129,11.648529052734375,0.20019741356372833,3.5788378715515137,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.101226806640625,0.19985465705394745,0.0,225.0,225.0,25.545114517211914,11.448674201965332,0.09862785041332245,3.0748820304870605,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.1081363707780838,0.197712704539299,0.0,225.0,225.0,25.653249740600586,11.250961303710938,0.08957633376121521,2.429877281188965,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.2742374539375305,0.22166404128074646,0.0,225.0,225.0,25.927486419677734,11.029296875,-0.05257341265678406,2.503173828125,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.1100490540266037,0.1996011734008789,0.0,225.0,225.0,26.03753662109375,10.829695701599121,0.08955211937427521,2.6634631156921387,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.1117580384016037,0.19977816939353943,0.0,225.0,225.0,26.1492919921875,10.629918098449707,0.08802013099193573,2.5003304481506348,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.11517753452062607,0.19950179755687714,0.0,225.0,225.0,26.26447105407715,10.430416107177734,0.08432426303625107,2.389415740966797,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.23655661940574646,0.39907512068748474,0.0,225.0,225.0,26.501028060913086,10.031341552734375,0.16251850128173828,2.3150100708007812,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.12109299004077911,0.19962015748023987,0.0,225.0,225.0,26.622121810913086,9.831720352172852,0.07852716743946075,2.285733699798584,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.12449264526367188,0.19914837181568146,0.0,225.0,225.0,26.746612548828125,9.632572174072266,0.07465572655200958,2.0876340866088867,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.1253410279750824,0.19946880638599396,0.0,225.0,225.0,26.8719539642334,9.433103561401367,0.07412777841091156,2.0658206939697266,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.1287086457014084,0.19881077110767365,0.0,225.0,225.0,27.000661849975586,9.234292984008789,0.07010212540626526,2.025358200073242,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.12932662665843964,0.19920483231544495,0.0,225.0,225.0,27.129989624023438,9.035087585449219,0.06987820565700531,1.9961122274398804,0,2,3,5,0,0,0,2,2,2,5,5,2
-0.2821235656738281,0.4023640751838684,0.0,219.0,219.0,27.412113189697266,8.63272476196289,0.12024050951004028,1.9588359594345093,0,2,3,5,0,0,0,2,2,2,5,5,2
0.0,0.0,0.0,213.0,213.0,27.412113189697266,8.63272476196289,0.0,1.9227648973464966,0,2,3,5,0,0,0,2,2,2,5,5,2
0.0,0.49912041425704956,0.0,207.0,201.0,27.412113189697266,8.43360424041748,0.49912041425704956,1.8397284746170044,0,2,3,5,0,0,0,2,2,2,5,5,2
0.0,0.0,0.0,201.0,195.0,27.412113189697266,8.43360424041748,0.0,1.7048403024673462,0,2,3,5,0,0,0,2,2,2,5,5,2
0.0,-0.30000001192092896,0.0,189.0,189.0,27.412113189697266,8.43360424041748,-0.30000001192092896,1.887569785118103,0,2,3,5,0,0,0,2,2,2,5,5,2
0.0,-0.30000001192092896,0.0,177.0,183.0,27.412113189697266,8.43360424041748,-0.30000001192092896,1.8184489011764526,0,2,3,5,0,0,0,2,2,2,5,5,2
0.0,0.6969731450080872,0.0,171.0,180.0,27.412113189697266,8.586630821228027,0.6969731450080872,2.0780110359191895,0,2,3,5,0,0,0,2,2,2,5,5,2
0.0,0.0,0.0,165.0,174.0,27.412113189697266,8.586630821228027,0.0,5.522574424743652,0,0,5,5,0,0,0,0,0,2,5,0,1
0.0,0.24855536222457886,0.0,159.0,168.0,27.412113189697266,8.338075637817383,0.24855536222457886,5.802880764007568,0,0,5,5,0,0,0,0,0,2,5,0,1
0.0,-1.147985190153122,0.0,150.0,162.0,27.991540908813477,20.218738555908203,-1.147985190153122,5.736548900604248,0,0,5,5,0,0,0,0,0,2,5,0,1
0.0,-0.30000001192092896,0.0,138.0,156.0,27.991540908813477,20.218738555908203,-0.30000001192092896,5.1024980545043945,0,0,4,4,0,0,0,0,-1,2,5,0,2
0.0,-0.8499999940395355,0.0,135.0,150.0,28.570968627929688,32.10633087158203,-0.8499999940395355,5.231601238250732,0,0,4,4,0,0,0,0,-1,2,5,0,2
0.0,0.006185849662870169,0.0,135.0,150.0,28.570968627929688,32.05869674682617,0.006185849662870169,7.052285194396973,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,-0.24915726482868195,0.0,135.0,150.0,28.570968627929688,32.29814529418945,-0.24915726482868195,7.037062168121338,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.29814529418945,0.0,7.063436985015869,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,-0.2491922378540039,0.0,135.0,150.0,28.570968627929688,32.537689208984375,-0.2491922378540039,7.056336879730225,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,-0.24922530353069305,0.0,135.0,150.0,28.570968627929688,32.77732467651367,-0.24922530353069305,7.235421657562256,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.415001392364502,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.40786075592041,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.400725841522217,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.393584728240967,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.386449337005615,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.3793134689331055,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.372177600860596,0,0,3,3,0,0,0,-1,-1,0,5,0,1
0.0,0.0,0.0,135.0,150.0,28.570968627929688,32.77732467651367,0.0,7.3650407791137695,0,0,3,3,0,0,0,-1,-1,0,5,0,1
