nav_r,combat_r,term_r,friend_hp,enemy_hp,nav_dist,combat_dist,reward,value_estimate
-0.7873296737670898,0.4688377380371094,-15.0,45.0,183.0,40.11172103881836,54.65034866333008,0.0,4.410539150238037
0.1437942534685135,0.3999357223510742,0.0,225.0,225.0,23.487260818481445,11.019206047058105,0.5437299758195877,3.4492626190185547
0.056656647473573685,0.19995364546775818,0.0,225.0,225.0,23.43060302734375,10.819252967834473,0.25661029294133186,3.2628188133239746
0.07206573337316513,0.19996853172779083,0.0,225.0,225.0,23.358539581298828,10.619284629821777,0.27203426510095596,4.351393222808838
0.048496246337890625,0.19994182884693146,0.0,225.0,225.0,23.310041427612305,10.419342994689941,0.24843807518482208,5.678301811218262
0.0645214095711708,0.19996222853660583,0.0,225.0,225.0,23.245519638061523,10.219380378723145,0.26448363810777664,5.027949333190918
0.040069580078125,0.1999245584011078,0.0,225.0,225.0,23.2054500579834,10.019455909729004,0.2399941384792328,3.7023515701293945
0.056656647473573685,0.19995364546775818,0.0,225.0,225.0,23.148792266845703,9.819501876831055,0.25661029294133186,3.776073932647705
0.07991142570972443,0.3998405337333679,0.0,225.0,225.0,23.06888198852539,9.419661521911621,0.47975195944309235,3.277737617492676
0.022576522082090378,0.1998564749956131,0.0,225.0,225.0,23.046306610107422,9.219804763793945,0.22243299707770348,3.0035228729248047
0.040069580078125,0.1999245584011078,0.0,225.0,225.0,23.006237030029297,9.019880294799805,0.2399941384792328,1.4701803922653198
0.013601303100585938,0.19978103041648865,0.0,225.0,225.0,22.992633819580078,8.820099830627441,0.21338233351707458,0.5312546491622925
0.0314151756465435,0.19989871978759766,0.0,225.0,225.0,22.961219787597656,8.620201110839844,0.23131389543414116,-0.8128591775894165
0.0,0.09915721416473389,0.0,213.0,219.0,22.961219787597656,8.221044540405273,0.09915721416473389,-1.0323768854141235
0.022576522082090378,0.499831885099411,0.0,213.0,213.0,22.938642501831055,8.021211624145508,0.5224084071815014,-3.351705551147461
0.0,-0.909233570098877,0.0,195.0,213.0,22.938642501831055,8.030445098876953,-0.909233570098877,-2.018822193145752
0.21338501572608948,-0.10687825083732605,0.0,183.0,207.0,22.725257873535156,7.8373236656188965,0.10650676488876343,-3.878696918487549
0.0,-1.1500000059604645,0.0,174.0,201.0,27.97265625,17.710891723632812,-1.1500000059604645,-3.6795382499694824
0.0,-0.6000000238418579,0.0,162.0,201.0,27.97265625,17.710891723632812,-0.6000000238418579,-4.273634910583496
0.0,-0.30000001192092896,0.0,150.0,195.0,27.97265625,17.710891723632812,-0.30000001192092896,-4.271847724914551
0.0,-0.6000000238418579,0.0,138.0,195.0,27.97265625,17.710891723632812,-0.6000000238418579,-4.2719502449035645
0.0,-1.1500000059604645,0.0,135.0,195.0,33.41984176635742,27.57863998413086,-1.1500000059604645,-4.267646789550781
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.57863998413086,0.0,-4.301633358001709
0.0,-0.3938894271850586,0.0,135.0,195.0,33.41984176635742,27.71761131286621,-0.3938894271850586,-4.302637577056885
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.293298244476318
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.294619560241699
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.295807838439941
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.2968878746032715
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.29788064956665
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.298804759979248
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.2996697425842285
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.30048131942749
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.3012518882751465
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.3019819259643555
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.302670955657959
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.303325653076172
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.303941249847412
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.304515361785889
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.305042743682861
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.305516242980957
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.30592679977417
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.306268692016602
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.3065266609191895
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.306684970855713
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.306729316711426
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.306637287139893
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.306380748748779
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.305935382843018
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.305263996124268
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.304328441619873
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.30308198928833
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.301468849182129
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.299421310424805
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.29686975479126
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.29371976852417
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.28987455368042
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.285208225250244
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.279581546783447
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.272830963134766
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.264767169952393
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.255168437957764
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.243776798248291
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.230296611785889
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.214381694793701
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.195633888244629
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.173604488372803
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.14776611328125
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.117519855499268
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.082200527191162
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-4.041030406951904
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.993163585662842
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.9376378059387207
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.873405933380127
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.7993226051330566
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.714139461517334
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.616581439971924
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.505309581756592
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.379034996032715
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.236588954925537
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-3.0770349502563477
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-2.8999085426330566
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-2.70534610748291
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-2.494400978088379
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-2.2692136764526367
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-2.0330166816711426
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-1.7901493310928345
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-1.5455282926559448
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-1.3042412996292114
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-1.0709480047225952
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-0.8493536710739136
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-0.6421207189559937
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-0.45069611072540283
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-0.2756127119064331
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,-0.11668741703033447
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,0.026736855506896973
0.0,0.0,0.0,135.0,195.0,33.41984176635742,27.71761131286621,0.0,0.1555424928665161
