grid,grid_label,agent,version,variant,map_name,csv_path,eval_envs,source_max_checkpoint_steps,checkpoint_steps,mean_nav_win_rate_percent,mean_combat_win_rate_percent,mean_win_rate_percent,seed_count,mean_episodes
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,8750592,35.416667,0.0,35.416667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,8801280,19.791667,0.0,19.791667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,8850432,21.875,0.0,21.875,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,8901120,28.125,0.0,28.125,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,8950272,31.25,0.0,31.25,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9000960,25.0,0.0,25.0,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9050112,28.125,0.0,28.125,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9100800,26.041667,0.0,26.041667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9151488,23.958333,0.0,23.958333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9200640,26.041667,0.0,26.041667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9251328,21.875,0.0,21.875,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9300480,34.375,0.0,34.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9351168,27.083333,0.0,27.083333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9400320,29.166667,0.0,29.166667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9451008,21.875,0.0,21.875,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9500160,36.458333,0.0,36.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9550848,25.0,0.0,25.0,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9600000,16.666667,0.0,16.666667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9650688,33.333333,0.0,33.333333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9701376,20.833333,0.0,20.833333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9750528,40.625,0.0,40.625,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9801216,26.041667,0.0,26.041667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9850368,30.208333,0.0,30.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9901056,30.208333,0.0,30.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,9950208,28.125,0.0,28.125,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Base,V3_Base,MaskPPO\V3_Base\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,10000896,33.333333,0.0,33.333333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,50688,17.708333,0.0,17.708333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,101376,7.291667,0.0,7.291667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,150528,17.708333,0.0,17.708333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,201216,6.25,0.0,6.25,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,250368,8.333333,0.0,8.333333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,301056,3.125,0.0,3.125,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,350208,1.041667,0.0,1.041667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,400896,7.291667,0.0,7.291667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,450048,6.25,0.0,6.25,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,500736,4.166667,0.0,4.166667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,551424,8.333333,0.0,8.333333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,600576,10.416667,0.0,10.416667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,651264,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,700416,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,751104,4.166667,0.0,4.166667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,800256,6.25,0.0,6.25,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,850944,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,900096,8.333333,0.0,8.333333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,950784,3.125,0.0,3.125,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1001472,11.458333,0.0,11.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1050624,5.208333,0.0,5.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1101312,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1150464,7.291667,0.0,7.291667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1201152,10.416667,0.0,10.416667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1250304,10.416667,0.0,10.416667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1300992,13.541667,0.0,13.541667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1350144,2.083333,0.0,2.083333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1400832,11.458333,0.0,11.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1451520,2.083333,0.0,2.083333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1500672,1.041667,0.0,1.041667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1551360,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1600512,5.208333,0.0,5.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1651200,11.458333,0.0,11.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1700352,19.791667,0.0,19.791667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1751040,13.541667,0.0,13.541667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1800192,17.708333,0.0,17.708333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1850880,15.625,0.0,15.625,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1900032,5.208333,0.0,5.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,1950720,8.333333,0.0,8.333333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2001408,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2050560,16.666667,0.0,16.666667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2101248,27.083333,0.0,27.083333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2150400,17.708333,0.0,17.708333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2201088,7.291667,0.0,7.291667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2250240,18.75,0.0,18.75,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2300928,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2350080,10.416667,0.0,10.416667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2400768,11.458333,0.0,11.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2451456,11.458333,0.0,11.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2500608,18.75,0.0,18.75,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2551296,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2600448,5.208333,0.0,5.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2651136,13.541667,0.0,13.541667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2700288,16.666667,0.0,16.666667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2750976,4.166667,0.0,4.166667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2800128,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2850816,13.541667,0.0,13.541667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2901504,25.0,0.0,25.0,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,2950656,16.666667,0.0,16.666667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3001344,11.458333,0.0,11.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3050496,7.291667,0.0,7.291667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3101184,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3150336,5.208333,0.0,5.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3201024,13.541667,0.0,13.541667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3250176,11.458333,0.0,11.458333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3300864,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3350016,6.25,0.0,6.25,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3400704,10.416667,0.0,10.416667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3451392,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3500544,8.333333,0.0,8.333333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3551232,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3600384,9.375,0.0,9.375,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3651072,26.041667,0.0,26.041667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3700224,6.25,0.0,6.25,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3750912,17.708333,0.0,17.708333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3800064,30.208333,0.0,30.208333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3850752,14.583333,0.0,14.583333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3901440,20.833333,0.0,20.833333,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,3950592,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,4001280,3.125,0.0,3.125,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,4050432,7.291667,0.0,7.291667,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,4101120,12.5,0.0,12.5,3,32.0
10m,"10M, 8 eval envs",MaskPPO,V3,Combat,V3_Combat,MaskPPO\V3_Combat\MaskPPO_NS_reduced\checkpoint_sweep\checkpoint_metrics_32ep_det_nenv8.csv,8,10000896,4150272,18.75,0.0,18.75,3,32.0
