agent,version,variant,map_name,csv_path,checkpoint_steps,mean_nav_win_rate_percent,mean_combat_win_rate_percent,mean_win_rate_percent,seed_count,mean_episodes
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,450048,14.0625,0.0,14.0625,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,500736,13.541667,0.0,13.541667,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,551424,15.104167,0.0,15.104167,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,600576,19.270833,0.0,19.270833,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,651264,15.625,0.0,15.625,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,700416,11.979167,0.0,11.979167,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,751104,16.666667,0.0,16.666667,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,800256,14.583333,0.0,14.583333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,850944,14.0625,0.0,14.0625,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,900096,12.5,0.0,12.5,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,950784,15.104167,0.0,15.104167,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1001472,10.9375,0.0,10.9375,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1050624,6.25,0.0,6.25,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1101312,8.333333,0.0,8.333333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1150464,9.375,0.0,9.375,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1201152,5.208333,0.0,5.208333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1250304,11.979167,0.0,11.979167,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1300992,11.979167,0.0,11.979167,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1350144,14.0625,0.0,14.0625,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1400832,5.729167,0.0,5.729167,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1451520,11.458333,0.0,11.458333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1500672,9.895833,0.0,9.895833,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1551360,15.104167,0.0,15.104167,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1600512,16.666667,0.0,16.666667,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1651200,18.75,0.0,18.75,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1700352,8.333333,0.0,8.333333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1751040,14.0625,0.0,14.0625,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1800192,8.333333,0.0,8.333333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1850880,13.020833,0.0,13.020833,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1900032,5.208333,0.0,5.208333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1950720,17.708333,0.0,17.708333,6,32.0
MAPPO,V2,Base,V2_Base,MAPPO_reduced\V2_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,2001408,13.020833,0.0,13.020833,6,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,50688,7.291667,0.0,7.291667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,101376,11.458333,0.0,11.458333,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,150528,10.416667,0.0,10.416667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,201216,11.458333,0.0,11.458333,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,250368,10.416667,0.0,10.416667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,301056,9.375,0.0,9.375,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,350208,3.125,0.0,3.125,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,400896,10.416667,0.0,10.416667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,450048,4.166667,0.0,4.166667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,500736,16.666667,0.0,16.666667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,551424,20.833333,0.0,20.833333,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,600576,7.291667,0.0,7.291667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,651264,15.625,0.0,15.625,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,700416,18.75,0.0,18.75,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,751104,16.666667,0.0,16.666667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,800256,16.666667,0.0,16.666667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,850944,22.916667,0.0,22.916667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,900096,33.333333,0.0,33.333333,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,950784,20.833333,0.0,20.833333,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1001472,16.666667,0.0,16.666667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1050624,18.75,0.0,18.75,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1101312,15.625,0.0,15.625,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1150464,13.541667,0.0,13.541667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1201152,26.041667,0.0,26.041667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1250304,30.208333,0.0,30.208333,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1300992,22.916667,0.0,22.916667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1350144,32.291667,0.0,32.291667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1400832,37.5,0.0,37.5,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1451520,22.916667,0.0,22.916667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1500672,18.75,0.0,18.75,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1551360,35.416667,0.0,35.416667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1600512,18.75,0.0,18.75,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1651200,13.541667,0.0,13.541667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1700352,21.875,0.0,21.875,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1751040,14.583333,0.0,14.583333,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1800192,19.791667,0.0,19.791667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1850880,16.666667,0.0,16.666667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1900032,21.875,0.0,21.875,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1950720,29.166667,0.0,29.166667,3,32.0
MAPPO,V2,Combat,V2_Combat,MAPPO_reduced\V2_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,2001408,34.375,0.0,34.375,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,50688,63.541667,0.0,63.541667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,101376,56.25,0.0,56.25,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,150528,53.125,0.0,53.125,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,201216,55.208333,0.0,55.208333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,250368,57.291667,0.0,57.291667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,301056,48.958333,0.0,48.958333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,350208,56.25,0.0,56.25,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,400896,71.875,0.0,71.875,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,450048,58.333333,0.0,58.333333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,500736,61.458333,0.0,61.458333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,551424,56.25,0.0,56.25,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,600576,64.583333,0.0,64.583333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,651264,63.541667,0.0,63.541667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,700416,53.125,0.0,53.125,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,751104,61.458333,0.0,61.458333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,800256,65.625,0.0,65.625,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,850944,67.708333,0.0,67.708333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,900096,60.416667,0.0,60.416667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,950784,62.5,0.0,62.5,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1001472,66.666667,0.0,66.666667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1050624,72.916667,0.0,72.916667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1101312,65.625,0.0,65.625,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1150464,57.291667,0.0,57.291667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1201152,65.625,0.0,65.625,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1250304,58.333333,0.0,58.333333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1300992,61.458333,0.0,61.458333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1350144,64.583333,0.0,64.583333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1400832,67.708333,0.0,67.708333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1451520,62.5,0.0,62.5,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1500672,70.833333,0.0,70.833333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1551360,58.333333,0.0,58.333333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1600512,70.833333,0.0,70.833333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1651200,51.041667,0.0,51.041667,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1700352,73.958333,0.0,73.958333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1751040,67.708333,0.0,67.708333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1800192,73.958333,0.0,73.958333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1850880,62.5,0.0,62.5,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1900032,80.208333,0.0,80.208333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,1950720,64.583333,0.0,64.583333,3,32.0
MAPPO,V2,Navigate,V2_Navigate,MAPPO_reduced\V2_Navigate\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,2001408,56.25,0.0,56.25,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,50688,5.208333,0.0,5.208333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,101376,14.583333,0.0,14.583333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,150528,4.166667,0.0,4.166667,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,201216,20.833333,0.0,20.833333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,250368,23.958333,0.0,23.958333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,301056,22.916667,0.0,22.916667,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,350208,19.791667,0.0,19.791667,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,400896,17.708333,0.0,17.708333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,450048,20.833333,0.0,20.833333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,500736,16.666667,0.0,16.666667,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,551424,9.375,0.0,9.375,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,600576,10.416667,0.0,10.416667,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,651264,12.5,0.0,12.5,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,700416,11.458333,0.0,11.458333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,751104,10.416667,0.0,10.416667,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,800256,8.333333,0.0,8.333333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,850944,8.333333,0.0,8.333333,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,900096,9.375,0.0,9.375,3,32.0
MAPPO,V3,Base,V3_Base,MAPPO_reduced\V3_Base\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv16.csv,950784,9.375,0.0,9.375,3,32.0
