episode,seed,return,length,outcome
0,4242,-4.60488946028054,176,combat_loss
1,4243,-3.272088533500213,88,combat_loss
2,4244,30.862038516998304,81,combat_loss
3,4245,6.170663824863729,137,combat_loss
4,4246,49.43786930590869,127,combat_loss
