nav_r,combat_r,term_r,friend_hp,enemy_hp,nav_dist,combat_dist,reward,value_estimate,a_move,a_attack,a_noop,a_alive,A_verb,A_direction,A_enemy_idx,A_selected
0.0,0.0,0.0,225.0,225.0,0.0,0.0,0.0,18.713071823120117,0,2,3,5,2,5,5,2
-0.03558921813964844,0.3997569978237152,0.0,225.0,225.0,22.258079528808594,25.214208602905273,0.3641677796840668,14.920507431030273,0,2,3,5,2,5,5,2
-0.021606827154755592,0.19974403083324432,0.0,225.0,225.0,22.279685974121094,25.01446533203125,0.17813720367848873,15.023473739624023,0,2,3,5,2,5,5,2
-0.0314151756465435,0.199992373585701,0.0,225.0,225.0,22.311100006103516,24.814472198486328,0.16857719793915749,16.130067825317383,0,2,3,5,2,5,5,2
-0.030081938952207565,0.19972077012062073,0.0,225.0,225.0,22.341182708740234,24.614749908447266,0.16963883116841316,17.424945831298828,0,2,3,5,2,5,5,2
-0.040069580078125,0.19999122619628906,0.0,225.0,225.0,22.38125228881836,24.414758682250977,0.15992164611816406,16.470624923706055,0,2,3,5,2,5,5,2
-0.038393784314394,0.19969482719898224,0.0,225.0,225.0,22.419645309448242,24.215063095092773,0.16130104288458824,14.501364707946777,0,2,3,5,2,5,5,2
-0.048496246337890625,0.19999083876609802,0.0,225.0,225.0,22.468143463134766,24.015071868896484,0.1514945924282074,12.971674919128418,0,2,3,5,2,5,5,2
-0.10316123813390732,0.3996543884277344,0.0,225.0,225.0,22.571304321289062,23.615419387817383,0.29649315029382706,12.909212112426758,0,2,3,5,2,5,5,2
0.0,0.0,0.0,225.0,225.0,22.571304321289062,23.615419387817383,0.0,13.443965911865234,0,2,3,5,2,5,5,2
-0.118901826441288,0.39961814880371094,0.0,225.0,225.0,22.690204620361328,23.215801239013672,0.28071632236242294,12.458880424499512,0,2,3,5,2,5,5,2
-0.06199226528406143,0.19958916306495667,0.0,225.0,225.0,22.752199172973633,23.016210556030273,0.13759689778089523,12.159256935119629,0,2,3,5,2,5,5,2
-0.07206573337316513,0.1999870240688324,0.0,225.0,225.0,22.824264526367188,22.816225051879883,0.12792129069566727,12.1818208694458,0,2,3,5,2,5,5,2
-0.06931724399328232,0.1995418518781662,0.0,225.0,225.0,22.89358139038086,22.616682052612305,0.13022460788488388,11.92072582244873,0,2,3,5,2,5,5,2
-0.07927284389734268,0.19998589158058167,0.0,225.0,225.0,22.972854614257812,22.416696548461914,0.12071304768323898,11.464110374450684,0,2,3,5,2,5,5,2
-0.1624702513217926,0.3994686007499695,0.0,225.0,225.0,23.135324478149414,22.017229080200195,0.23699834942817688,11.075321197509766,0,2,3,5,2,5,5,2
0.0,0.0,0.0,225.0,225.0,23.135324478149414,22.017229080200195,0.0,10.32554817199707,0,2,3,5,2,5,5,2
-0.17568130791187286,0.39939936995506287,0.0,225.0,225.0,23.311006546020508,21.617830276489258,0.22371806204319,9.835243225097656,0,2,3,5,2,5,5,2
-0.0894290953874588,0.19933605194091797,0.0,225.0,225.0,23.400434494018555,21.418493270874023,0.10990695655345917,8.736615180969238,0,2,3,5,2,5,5,2
-0.09878730773925781,0.19997863471508026,0.0,225.0,225.0,23.499221801757812,21.218515396118164,0.10119132697582245,7.397477149963379,0,2,3,5,2,5,5,2
-0.09548912197351456,0.19923630356788635,0.0,225.0,225.0,23.594711303710938,21.019277572631836,0.1037471815943718,6.514048099517822,0,2,3,5,2,5,5,2
-0.10458870232105255,0.19997520744800568,0.0,225.0,225.0,23.69930076599121,20.81930160522461,0.09538650512695312,5.456764221191406,0,2,3,5,2,5,5,2
-0.101226806640625,0.19911174476146698,0.0,225.0,225.0,23.800527572631836,20.620189666748047,0.09788493812084198,5.018978118896484,0,2,3,5,2,5,5,2
-0.1100490540266037,0.1999708116054535,0.0,225.0,225.0,23.91057586669922,20.42022132873535,0.08992175757884979,4.39428186416626,0,2,3,5,2,5,5,2
-0.2218250334262848,0.3989192843437195,0.0,225.0,225.0,24.132400512695312,20.02130126953125,0.1770942509174347,4.1864752769470215,0,2,3,5,2,5,5,2
