mutant,return_mean,return_std,len_mean,len_std
mutant_01,-17.04488808081951,21.03059627031486,535.4,64.24515545938075
mutant_02,25.367603739413898,26.77608154945679,373.2,203.35623914697086
mutant_03,24.391819116240374,18.917725462086413,248.8,184.26220448046308
mutant_04,15.718718730797994,21.12423448362115,121.8,34.64909811236073
mutant_05,-3.0667480460368095,26.256225608570446,514.2,169.6
