grid,grid_label,series_kind,agent,version,variant,map_name,source_path,checkpoint_steps,mean_win_rate_percent,ci95_low_percent,ci95_high_percent,min_win_rate_percent,max_win_rate_percent,std_win_rate_percent,training_seed_count,evaluation_episodes,notes
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,9650000,10.416667,,,0.0,15.625,9.021098,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,9700000,5.208333,,,0.0,12.5,6.505206,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,9750000,17.708333,,,0.0,28.125,15.415259,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,9800000,12.5,,,0.0,28.125,14.320549,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,9850000,19.791667,,,0.0,34.375,17.769502,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,9900000,23.958333,,,0.0,37.5,20.807275,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,9950000,15.625,,,0.0,34.375,17.399264,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,QMIX,V1,Base,V1_Base,Qmix_reduced\V1_Base\QMIX_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,10000000,10.416667,,,6.25,15.625,4.773516,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,50688,6.25,,,0.0,12.5,6.25,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,101376,6.25,,,0.0,18.75,10.825318,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,150528,15.625,,,3.125,28.125,12.5,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,201216,8.333333,,,6.25,12.5,3.608439,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,250368,11.458333,,,6.25,18.75,6.505206,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,301056,9.375,,,0.0,25.0,13.621559,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,350208,10.416667,,,0.0,15.625,9.021098,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,400896,1.041667,,,0.0,3.125,1.80422,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,450048,10.416667,,,0.0,21.875,10.974639,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,500736,6.25,,,3.125,12.5,5.412659,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,551424,4.166667,,,0.0,9.375,4.773516,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,600576,4.166667,,,0.0,9.375,4.773516,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,651264,6.25,,,0.0,18.75,10.825318,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,700416,0.0,,,0.0,0.0,0.0,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,751104,7.291667,,,0.0,21.875,12.629537,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,800256,0.0,,,0.0,0.0,0.0,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,850944,1.041667,,,0.0,3.125,1.80422,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,900096,1.041667,,,0.0,3.125,1.80422,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,950784,7.291667,,,3.125,12.5,4.773516,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1001472,3.125,,,0.0,6.25,3.125,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1050624,4.166667,,,0.0,12.5,7.216878,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1101312,19.791667,,,0.0,50.0,26.577814,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1150464,14.583333,,,6.25,28.125,11.831059,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1201152,13.541667,,,3.125,31.25,15.415259,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1250304,21.875,,,0.0,56.25,30.136409,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1300992,2.083333,,,0.0,6.25,3.608439,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1350144,10.416667,,,3.125,15.625,6.505206,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1400832,4.166667,,,3.125,6.25,1.80422,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1451520,13.541667,,,0.0,34.375,18.310829,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1500672,6.25,,,6.25,6.25,0.0,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1551360,7.291667,,,6.25,9.375,1.80422,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1600512,3.125,,,0.0,6.25,3.125,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1651200,18.75,,,6.25,34.375,14.320549,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1700352,18.75,,,0.0,28.125,16.237976,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1751040,15.625,,,0.0,28.125,14.320549,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1800192,17.708333,,,0.0,31.25,16.036254,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1850880,11.458333,,,0.0,21.875,10.974639,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1900032,7.291667,,,0.0,12.5,6.505206,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,1950720,5.208333,,,0.0,15.625,9.021098,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2001408,9.375,,,0.0,28.125,16.237976,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2050560,3.125,,,0.0,9.375,5.412659,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2101248,4.166667,,,0.0,6.25,3.608439,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2150400,32.291667,,,18.75,43.75,12.629537,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2201088,2.083333,,,0.0,6.25,3.608439,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2250240,7.291667,,,0.0,18.75,10.04547,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2300928,8.333333,,,0.0,12.5,7.216878,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2350080,12.5,,,0.0,34.375,19.008633,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2400768,4.166667,,,0.0,12.5,7.216878,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2451456,12.5,,,0.0,18.75,10.825318,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2500608,7.291667,,,0.0,21.875,12.629537,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2551296,26.041667,,,0.0,40.625,22.606807,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2600448,11.458333,,,0.0,31.25,17.211158,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2651136,12.5,,,0.0,25.0,12.5,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2700288,4.166667,,,0.0,12.5,7.216878,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2750976,4.166667,,,0.0,12.5,7.216878,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2800128,5.208333,,,0.0,12.5,6.505206,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2850816,8.333333,,,0.0,21.875,11.831059,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2901504,10.416667,,,0.0,28.125,15.415259,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,2950656,7.291667,,,0.0,18.75,10.04547,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3001344,22.916667,,,0.0,59.375,31.919903,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3050496,17.708333,,,3.125,28.125,13.010412,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3101184,4.166667,,,0.0,9.375,4.773516,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3150336,8.333333,,,0.0,25.0,14.433757,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3201024,11.458333,,,0.0,18.75,10.04547,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3250176,8.333333,,,0.0,25.0,14.433757,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3300864,28.125,,,9.375,65.625,32.475953,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3350016,12.5,,,3.125,25.0,11.267348,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3400704,20.833333,,,12.5,34.375,11.831059,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3451392,12.5,,,0.0,18.75,10.825318,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3500544,17.708333,,,3.125,34.375,15.728822,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3551232,32.291667,,,12.5,65.625,29.036166,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3600384,13.541667,,,6.25,21.875,7.864411,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3651072,23.958333,,,3.125,37.5,18.310829,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3700224,21.875,,,0.0,46.875,23.593233,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3750912,28.125,,,12.5,53.125,21.875,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3800064,22.916667,,,0.0,50.0,25.259074,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3850752,18.75,,,3.125,28.125,13.621559,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3901440,20.833333,,,6.25,43.75,20.090939,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,3950592,30.208333,,,15.625,46.875,15.728822,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,4001280,30.208333,,,15.625,37.5,12.629537,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,4050432,42.708333,,,21.875,56.25,18.310829,3,,Mean across eligible training seeds at this checkpoint.
10m,"10M, 8 eval envs",checkpoint_mean,MAPPO,V1,Combat,V1_Combat,MAPPO_reduced\V1_Combat\MAPPO_reduced\checkpoint_sweep\checkpoint_metrics_32ep_greedy_nenv8.csv,4101120,21.875,,,6.25,46.875,21.875,3,,Mean across eligible training seeds at this checkpoint.
